Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
2018-12-18 00:00:00,25.2,31.8,29.1,78,0,8.2,4,340,1,N 
2018-12-19 00:00:00,25.2666666666667,31.5666666666667,28.7333333333333,80,0.666666666666667,7.2,4,343.333333333333,1,
2018-12-20 00:00:00,25.3333333333333,31.3333333333333,28.3666666666667,82,1.33333333333333,6.2,4,346.666666666667,1,
2018-12-21 00:00:00,25.4,31.1,28,84,2,5.2,4,350,1,
2018-12-22 00:00:00,25.4666666666667,30.8666666666667,27.6333333333333,86,2.66666666666667,4.2,4,353.333333333333,1,
2018-12-23 00:00:00,25.5333333333333,30.6333333333333,27.2666666666667,88,3.33333333333333,3.2,4,356.666666666667,1,
2018-12-24 00:00:00,25.6,30.4,26.9,90,4,2.2,4,360,1,C 
2018-12-25 00:00:00,25,30.2,26.7,89,11.8,1.8,4.5,285,1,
2018-12-26 00:00:00,24.4,30,26.5,88,19.6,1.4,5,210,1,C 
2018-12-27 00:00:00,24.3,30.6,27.05,86.5,9.8,2.2,4.5,280,1,
2018-12-28 00:00:00,24.2,31.2,27.6,85,0,3,4,350,1,C 
2018-12-29 00:00:00,24.8,31.6,28.3,81,0,5.7,6,340,2,C 
2018-12-30 00:00:00,26,33.6,29,76,0,6.1,4,350,2,N 
2018-12-31 00:00:00,24.6,32,28.3,80,0,3.9,7,330,3,N 
2019-01-01 00:00:00,24.8,31,27.8,82,3.2,5.4,8,350,3,N 
2019-01-02 00:00:00,25.6,31,27.5,84,0,2.5,5,270,2,W 
2019-01-03 00:00:00,25,29.8,27.5,85,1.6,2.6,4,10,1,C 
2019-01-04 00:00:00,25.1,30.4,28,83,0.8,1.3,4.5,175,1.5,
2019-01-05 00:00:00,25.2,31,28.5,81,0,0,5,340,2,C 
2019-01-06 00:00:00,25.2,32.4,29,79,0,9,6,320,2,C 
2019-01-07 00:00:00,26.8,32.6,29.4,79,0,11,5,360,2,N 
2019-01-08 00:00:00,25.4,31.8,28.1,85,0,6.8,5,360,1,C 
2019-01-09 00:00:00,25,31.6,29,84,27.6,5.8,6,360,2,C 
2019-01-10 00:00:00,25.6,32.2,28.7,81,0,7.9,3,300,1,C 
2019-01-11 00:00:00,25.8,31.6,29.2,82,1,8.4,5,340,1,C 
2019-01-12 00:00:00,25.4,31.8,28.6,82,6.7,9.6,4,360,2,N 
2019-01-13 00:00:00,25,31.6,27.7,86,1.8,8.5,5,290,1,C 
2019-01-14 00:00:00,24.4,31,27.5,84,1,5.8,6,270,2,W 
2019-01-15 00:00:00,25.4,32,28.2,82,0,4.7,8,270,2,C 
2019-01-16 00:00:00,25.8,29.8,27.3,88,1.2,5.7,5,270,2,C 
2019-01-17 00:00:00,26,31.6,27.9,84,0.6,0,8,270,4,W 
2019-01-18 00:00:00,24.2,31.2,27,88,22.9,6,4,350,1,C 
2019-01-19 00:00:00,24.8,30.2,27.4,86,8.6,5.6,4,340,1,C 
2019-01-20 00:00:00,25.6,30,27.8,83,5.2,4,2,350,0,C 
2019-01-21 00:00:00,25.2,29.9,27,86.5,13,4.4,6.5,300,2,
2019-01-22 00:00:00,24.8,29.8,26.2,90,20.8,4.8,11,250,4,W 
2019-01-23 00:00:00,23.8,30.4,26.3,87,40.8,0,9,280,3,W 
2019-01-24 00:00:00,24.4,31.2,27.8,83,5,1.4,8,310,4,W 
2019-01-25 00:00:00,25,29,26.5,90,4.1,5,9,280,2,W 
2019-01-26 00:00:00,25,31,27.5,84,13,0,21,250,5,W 
2019-01-27 00:00:00,24,27.4,25.8,93,33.9,6.2,9,260,2,C 
2019-01-28 00:00:00,24.6,27.8,26.6,86,10.9,0,5,300,2,C 
2019-01-29 00:00:00,24,29.6,26.7,90,1,0,5,270,2,C 
2019-01-30 00:00:00,23.4,31.2,26.6,85,3.5,0.7,7,330,3,W 
2019-01-31 00:00:00,24,30.4,26.9,90,0,10.2,4,340,1,C 
2019-02-01 00:00:00,24.2,31.4,27.3,87,2.8,2,5,360,2,C 
2019-02-02 00:00:00,24.6,30.4,27.4,87,1,6.5,5,270,2,C 
2019-02-03 00:00:00,23.3,30.8,27.15,86.5,13.2,4.2,5,300,1.5,
2019-02-04 00:00:00,22,31.2,26.9,86,25.4,1.9,5,330,1,C 
2019-02-05 00:00:00,24.4,30.6,26.6,88,7.5,6,6,340,2,C 
2019-02-06 00:00:00,23.2,30.8,26.5,89,30.5,3.5,6,330,1,C 
2019-02-07 00:00:00,24.8,31.4,27.6,86,12.1,7.3,6,290,2,C 
2019-02-08 00:00:00,23.8,30.8,26.6,90,46.4,5.5,3,280,1,C 
2019-02-09 00:00:00,24.6,31.6,28.4,85,9.5,3.8,4,360,1,C 
2019-02-10 00:00:00,26,31,28.4,84,0.2,6.7,7,360,2,N 
2019-02-11 00:00:00,25.2,31.2,27.7,87,0.4,6.5,5,340,2,C 
2019-02-12 00:00:00,24.8,31.2,28,81,4.8,0.2,3,350,1,C 
2019-02-13 00:00:00,24.8,31.2,28,81,4.8,0.2,3,350,1,C 
2019-02-14 00:00:00,25.4,31.1,27.7,85,2.4,3.75,3,305,1,
2019-02-15 00:00:00,26,31,27.4,89,0,7.3,3,260,1,C 
2019-02-16 00:00:00,25,31.4,27.8,85,23,2.4,8,130,2,C 
2019-02-17 00:00:00,22,31.8,28,81,40,9.6,4,250,2,C 
2019-02-18 00:00:00,25.4,31.4,27.7,84,0,9.7,4,360,2,C 
2019-02-19 00:00:00,24.2,31.8,28.2,81,0,6.6,5,350,1,C 
2019-02-20 00:00:00,25.4,31.4,28.6,81,0,9.6,5,280,2,C 
2019-02-21 00:00:00,25.4,31,28.2,78,0,6.3,3,310,1,C 
2019-02-22 00:00:00,25,31.6,27.9,82,0,5.7,4,340,1,C 
2019-02-23 00:00:00,24.2,32,27.3,84,2,6.8,6,320,2,C 
2019-02-24 00:00:00,24.6,32.2,28.2,82,11.3,7.1,4,320,2,C 
2019-02-25 00:00:00,24,32.6,28.6,82,3,8.4,4,30,2,C 
2019-02-26 00:00:00,26,34,29.8,80,0,8.5,6,110,4,SE
2019-02-27 00:00:00,27,34.4,30.6,74,0,9.1,6,340,3,E 
2019-02-28 00:00:00,27,33,29.9,77,0,9.6,6,320,2,C 
2019-03-01 00:00:00,26,32.5,28.8,81,7.3,7,5,270,2,
2019-03-02 00:00:00,25,32,27.7,85,14.6,4.4,4,220,2,C 
2019-03-03 00:00:00,25.2,31,27.1,88,1.1,6.3,4,110,1,C 
2019-03-04 00:00:00,25.2,31.6,28.1,83,0,2.5,6,330,1,C 
2019-03-05 00:00:00,25.2,31.6,28.1,86,2.7,4.7,6,300,3,W 
2019-03-06 00:00:00,25.6,29.2,26,94,1,7.9,5,290,2,W 
2019-03-07 00:00:00,23,28.8,26.3,91,19.5,1,3,110,1,C 
2019-03-08 00:00:00,24.6,30.8,27.5,86,0,0,4,340,1,C 
2019-03-09 00:00:00,25,31.2,27.6,84,0,4.9,4,360,1,C 
2019-03-10 00:00:00,24.2,30.6,26.4,92,1,5.2,4,320,1,C 
2019-03-11 00:00:00,25,31.6,27.8,84,3,7,4,330,1,C 
2019-03-12 00:00:00,25.4,31,28,88,0.9,7.6,6,280,3,W 
2019-03-13 00:00:00,24,32,28.3,88,0,3.5,4,340,2,C 
2019-03-14 00:00:00,25.8,31.8,28.8,85,0,7.2,11,270,3,W 
2019-03-15 00:00:00,26,32.4,28.8,86,0,6.4,6,360,2,N 
2019-03-16 00:00:00,25.4,30.8,26.8,85,0,5.5,4,340,2,C 
2019-03-17 00:00:00,24.2,30.8,26.4,89,3,2.3,3,270,0,C 
2019-03-18 00:00:00,22.6,30.6,27.3,87,1,0.7,4,320,1,C 
2019-03-19 00:00:00,25,30.8,26.6,90,7,5.1,4,230,1,C 
2019-03-20 00:00:00,23.8,31.4,28,87,40.5,3.7,7,320,2,C 
2019-03-21 00:00:00,25.2,32.2,28.4,84,0,8.7,7,280,3,W 
2019-03-22 00:00:00,25.2,32.6,28.7,87,15,7.1,7,300,2,W 
2019-03-23 00:00:00,24.6,31.4,27.5,91,4.8,8.1,9,330,2,NW
2019-03-24 00:00:00,25.4,27.8,26.7,92,1.2,0,3,30,0,C 
2019-03-25 00:00:00,25,30.4,27.1,90,12.3,0,4,300,1,C 
2019-03-26 00:00:00,23.8,32.6,28.4,82,24,3.7,3,290,1,C 
2019-03-27 00:00:00,25.8,32.4,27.5,91,0,6.3,6,360,2,C 
2019-03-28 00:00:00,24.2,31.6,26.9,88,9.3,6.1,3,210,1,C 
2019-03-29 00:00:00,24,31.8,28,84,3,3.4,5,360,2,C 
2019-03-30 00:00:00,25,31.8,28.5,83,0,9.8,5,330,2,C 
2019-03-31 00:00:00,25,31.6,27.5,87,0,6.5,4,340,1,C 
2019-04-01 00:00:00,24,30.8,26.2,89,16.4,6.7,4,160,1,C 
2019-04-02 00:00:00,25.6,30.8,27.5,86,5.1,4.9,3,360,1,C 
2019-04-03 00:00:00,25.2,33,28.8,82,0,5.3,4,360,1,C 
2019-04-04 00:00:00,24.8,33.6,28.4,82,43.5,8.1,5,110,2,E 
2019-04-05 00:00:00,25.2,31.8,28.7,82,3.2,7.4,5,350,2,C 
2019-04-06 00:00:00,24.8,31.8,27.6,84,17.2,9.4,8,360,2,C 
2019-04-07 00:00:00,25,31.8,28,85,16.35,9.2,6,350,2,
2019-04-08 00:00:00,25.2,31.8,28.4,86,15.5,9,4,340,2,N 
2019-04-09 00:00:00,25.2,32.4,28.5,84,18.8,9.4,5,320,2,C 
2019-04-10 00:00:00,25.2,31.8,28.25,84.5,9.4,8.8,4.5,215,1.5,
2019-04-11 00:00:00,25.2,31.2,28,85,0,8.2,4,110,1,C 
2019-04-12 00:00:00,25,34,28.8,81,0.7,8.4,5,360,2,C 
2019-04-13 00:00:00,25.8,32.6,28.2,89,5.4,7.3,4,120,2,C 
2019-04-14 00:00:00,25.4,34.6,27.7,86,15.2,5.7,6,260,2,E 
2019-04-15 00:00:00,24.6,34.4,28.2,86,8.9,5.6,5,350,2,C 
2019-04-16 00:00:00,25.6,32.4,28.7,85,1,5.5,4,100,2,C 
2019-04-17 00:00:00,25.8,31.8,28.7,82,0,5.7,6,350,2,C 
2019-04-18 00:00:00,25.8,34.2,29.3,79,0,8.8,5,110,2,E 
2019-04-19 00:00:00,25.2,33.6,30.2,76,9.3,7.8,4,110,2,C 
2019-04-20 00:00:00,26.4,33.8,28.8,79,0,6.9,7,100,2,C 
2019-04-21 00:00:00,26,33.4,29.9,77,0,4.9,6,100,2,C 
2019-04-22 00:00:00,27.4,34.8,30.6,68,0,8.4,6,100,2,E 
2019-04-23 00:00:00,27,34.6,30.8,69,0,9.5,6,150,3,E 
2019-04-24 00:00:00,27.4,33.8,30,72,0,9.3,5,120,2,C 
2019-04-25 00:00:00,27.4,34,29.1,79,0,5.5,4,120,2,E 
2019-04-26 00:00:00,25.4,33.6,29.5,75,19.2,7,4,110,2,C 
2019-04-27 00:00:00,25,32.4,28.5,81,0,7.2,4,350,1,C 
2019-04-28 00:00:00,25.2,30.6,27.8,86,2,6.9,6,360,1,C 
2019-04-29 00:00:00,25.8,31.4,27.5,86,3.2,1.6,5,360,2,C 
2019-04-30 00:00:00,24.8,32,28.1,82,11.2,4.5,5,350,1,C 
2019-05-01 00:00:00,25.4,31.4,27.4,85,31.8,9,4,50,2,C 
2019-05-02 00:00:00,25.36,31.52,27.6,84.4,27.62,9.08,4,106,1.8,
2019-05-03 00:00:00,25.32,31.64,27.8,83.8,23.44,9.16,4,162,1.6,
2019-05-04 00:00:00,25.28,31.76,28,83.2,19.26,9.24,4,218,1.4,
2019-05-05 00:00:00,25.24,31.88,28.2,82.6,15.08,9.32,4,274,1.2,
2019-05-06 00:00:00,25.2,32,28.4,82,10.9,9.4,4,330,1,C 
2019-05-07 00:00:00,22.8,33.6,29.4,78,0,9.8,5,70,2,C 
2019-05-08 00:00:00,26.2,33.2,29,77,0.6,9,5,340,2,C 
2019-05-09 00:00:00,26,33.2,28.2,82,0,10.2,4,160,1,C 
2019-05-10 00:00:00,24.6,32.4,28.4,80,53.6,6.2,4,50,2,C 
2019-05-11 00:00:00,25,32.6,28.7,76,0,3.9,7,100,3,C 
2019-05-12 00:00:00,25.4,32.4,29,74,0,9,4,110,2,C 
2019-05-13 00:00:00,25,34,29.5,70,0,8,5,90,2,E 
2019-05-14 00:00:00,25.6,34,28.9,77,0,9.5,4,100,2,E 
2019-05-15 00:00:00,26,33.8,29.8,76,0,8.5,5,120,2,C 
2019-05-16 00:00:00,25.4,31.8,28.5,85,3.2,8.3,4,20,2,C 
2019-05-17 00:00:00,24.4,33.6,28.6,71,0,4.9,5,110,2,C 
2019-05-18 00:00:00,23.8,32.8,27.7,78,0,9.2,5,360,1,C 
2019-05-19 00:00:00,24.4,33.6,29.1,69,0,7.6,6,40,1,C 
2019-05-20 00:00:00,25,33.4,29.1,73,0,9.8,5,100,2,C 
2019-05-21 00:00:00,24.4,34.6,29.4,73,0,10.2,6,80,2,E 
2019-05-22 00:00:00,24.8,35,29.1,75,0,9.9,5,10,2,C 
2019-05-23 00:00:00,25.8,35.6,30,69,0,10.5,5,90,2,E 
2019-05-24 00:00:00,23.6,33.8,29.5,74,0,9.2,5,130,3,E 
2019-05-25 00:00:00,24.8,33.6,28.9,74,0,9.6,6,30,2,C 
2019-05-26 00:00:00,25,34,29.2,74,0,9.7,5,140,2,C 
2019-05-27 00:00:00,25.6,33.8,29.4,73,0,7.9,5,40,3,E 
2019-05-28 00:00:00,25,34.2,31.1,61,0,6.9,5,70,3,E 
2019-05-29 00:00:00,25.2,34.6,30.3,71,0,10.3,6,110,4,E 
2019-05-30 00:00:00,25.6,34.2,28.9,75,0,9.2,6,90,2,E 
2019-05-31 00:00:00,24.6,33.8,28.7,73,0,10,6,90,2,C 
2019-06-01 00:00:00,23,34,28.5,74,0,9.5,5,110,2,C 
2019-06-02 00:00:00,24,32.4,27.8,78,0,7.9,4,320,1,C 
2019-06-03 00:00:00,23.8,31.8,27.1,82,0,7.9,4,350,1,C 
2019-06-04 00:00:00,24.4,33.8,28.4,78,0,4,4,340,1,C 
2019-06-05 00:00:00,23.4,33.4,29.8,70,0,5.8,5,110,2,C 
2019-06-06 00:00:00,26.4,33.6,30.2,66,0,10.2,4,110,3,E 
2019-06-07 00:00:00,26,34.2,30.4,68,0,9.4,5,110,3,E 
2019-06-08 00:00:00,24.2,34.2,28.8,70,0,7.1,8,100,2,C 
2019-06-09 00:00:00,23.6,34.2,28.4,73,0,8.6,10,90,2,C 
2019-06-10 00:00:00,24,35,28.7,75,0,8.5,6,50,2,C 
2019-06-11 00:00:00,24.4,35.6,29.6,69,0,10.4,5,100,3,E 
2019-06-12 00:00:00,23.8,34.6,29.1,71,0,9.6,6,50,2,C 
2019-06-13 00:00:00,24.8,33.6,29.5,73,0,9.5,11,70,2,C 
2019-06-14 00:00:00,26,30.8,27.6,84,0,7.8,4,350,1,C 
2019-06-15 00:00:00,25.4,34.6,28.8,79,0,1.1,5,150,2,C 
2019-06-16 00:00:00,24,33.6,28.5,76,1,5.5,6,100,2,C 
2019-06-17 00:00:00,25.2,33.4,29.1,65,0,8.4,6,90,2,NE
2019-06-18 00:00:00,23.8,33,29,68,0,10.3,9,80,4,E 
2019-06-19 00:00:00,22.8,31.8,26.9,78,0,10.6,4,40,1,C 
2019-06-20 00:00:00,22.8,33.2,27.5,70,0,10.3,5,110,2,C 
2019-06-21 00:00:00,21.8,32.4,27,77,0,9.9,4,100,2,C 
2019-06-22 00:00:00,22.4,32.8,26.8,79,0,9.1,5,110,2,C 
2019-06-23 00:00:00,23.4,33.8,27.6,72,0,9.1,7,110,2,C 
2019-06-24 00:00:00,23,34.6,27.9,65,0,9.4,5,90,2,C 
2019-06-25 00:00:00,23.6,34.6,27.7,69,0,9.9,7,90,2,C 
2019-06-26 00:00:00,24,34.2,28.8,70,0,10.6,4,300,2,E 
2019-06-27 00:00:00,24.2,33.8,28.1,69,0,10.3,6,300,2,C 
2019-06-28 00:00:00,22.8,33.6,28,66,0,9.3,4,120,2,C 
2019-06-29 00:00:00,20.8,33.2,25.6,71,0,10.3,5,360,1,C 
2019-06-30 00:00:00,21.8,32.4,27,68,0,10.6,5,50,1,C 
2019-07-01 00:00:00,22.2,32.8,27.2,66,0,9.7,5,140,3,E 
2019-07-02 00:00:00,22,33.8,26.9,76,0,10,7,120,3,C 
2019-07-03 00:00:00,21.6,34.8,28.4,81,0,9.1,8,100,3,C 
2019-07-04 00:00:00,25,34.4,29,73,0,8.7,7,70,2,NE
2019-07-05 00:00:00,25.2,33.8,28.7,80,0.8,6.9,9,60,4,C 
2019-07-06 00:00:00,25.1,33.7,28.85,75.5,0.4,8.05,8,85,3.5,
2019-07-07 00:00:00,25,33.6,29,71,0,9.2,7,110,3,C 
2019-07-08 00:00:00,23.8,33.2,27,77,0,10,7,90,3,E 
2019-07-09 00:00:00,23,34.4,26.7,73,0,10,7,100,2,C 
2019-07-10 00:00:00,22.2,33.4,27.3,66,0,10,8,110,2,C 
2019-07-11 00:00:00,23.4,33.6,28.8,62,0,10.3,6,340,3,E 
2019-07-12 00:00:00,23.4,33.8,27.8,67,0,10,8,120,4,C 
2019-07-13 00:00:00,22.8,33.6,27.8,67,0,10.2,6,40,2,C 
2019-07-14 00:00:00,20.8,33.2,27.1,63,0,10.4,7,110,2,C 
2019-07-15 00:00:00,20.6,33.8,27.5,63,0,9.8,4,110,2,C 
2019-07-16 00:00:00,22.2,34,27.6,58,0,9,5,110,2,C 
2019-07-17 00:00:00,21.6,33.8,26.4,66,0,10,7,50,2,C 
2019-07-18 00:00:00,19.6,34.6,27.8,68,0,9.3,7,60,3,C 
2019-07-19 00:00:00,22.6,33,29.3,62,0,9.6,6,120,3,E 
2019-07-20 00:00:00,26.4,34.8,29.6,66,0,1.3,6,90,2,C 
2019-07-21 00:00:00,23.9,34.4,28.8,71,0,6.9,5,60,2,C 
2019-07-22 00:00:00,23.2,34.4,27.8,67,0,10,5,10,2,C 
2019-07-23 00:00:00,22,32.8,26.8,71,0,10.8,8,340,2,C 
2019-07-24 00:00:00,23,34.6,27.4,72,0,9.8,6,100,2,C 
2019-07-25 00:00:00,23.2,33,27,67,0,9.2,5,110,2,C 
2019-07-26 00:00:00,23.6,33.8,28.3,70,0,9.6,6,340,3,C 
2019-07-27 00:00:00,24.4,32.8,27.8,74,0,10.7,4,120,2,C 
2019-07-28 00:00:00,22.7,33.2,27.4,70,0,10.15,5,120,2,
2019-07-29 00:00:00,21,33.6,27,66,0,9.6,6,120,2,C 
2019-07-30 00:00:00,22.8,33,28.1,63,0,10.4,4,40,2,C 
2019-07-31 00:00:00,22.3,33.5,27.8,64.5,0,10.3,5.5,85,2.5,
2019-08-01 00:00:00,21.8,34,27.5,66,0,10.2,7,130,3,C 
2019-08-02 00:00:00,24.2,34.6,28.2,66,0,10.2,6,90,3,E 
2019-08-03 00:00:00,23,33.6,27.4,64,0,10.1,6,90,2,C 
2019-08-04 00:00:00,21.2,32.4,26.9,66,1.6,9.9,4,80,1,C 
2019-08-05 00:00:00,21,32,26.1,67,0,9.9,4,360,2,C 
2019-08-06 00:00:00,20.4,34.2,26.5,63,0,10,5,270,2,C 
2019-08-07 00:00:00,18.4,34,26.9,60,0,8.1,6,260,2,C 
2019-08-08 00:00:00,22.2,33.8,28,59,0,8.6,5,100,1,C 
2019-08-09 00:00:00,23.2,35,28.4,64,0,10.4,8,110,3,E 
2019-08-10 00:00:00,22.6,34,27.2,64,0,10.6,6,30,2,C 
2019-08-11 00:00:00,23.8,34.2,28.9,68,0,9.8,9,40,3,C 
2019-08-12 00:00:00,23.4,34.4,28.2,64,0,10.2,6,120,3,SE
2019-08-13 00:00:00,24.4,34.6,29.8,65,0,9.8,9,110,5,E 
2019-08-14 00:00:00,25.6,35.2,29.4,65,0,10.3,8,90,4,E 
2019-08-15 00:00:00,25.8,34.8,29.3,67,0,10,6,140,3,E 
2019-08-16 00:00:00,23.8,34.6,28,69,0,8,5,100,3,C 
2019-08-17 00:00:00,23.4,34.4,27.2,74,0,9.8,6,90,2,C 
2019-08-18 00:00:00,22.2,35,27.4,69,0,9.7,8,340,2,E 
2019-08-19 00:00:00,21.6,33.4,27,70,0,10.6,4,330,2,C 
2019-08-20 00:00:00,22.8,34.8,28.8,62,0,9.6,7,90,3,E 
2019-08-21 00:00:00,25.6,34.8,30.1,56,0,10.3,9,120,5,E 
2019-08-22 00:00:00,26.6,34.8,30,62,0.2,9.9,6,100,3,E 
2019-08-23 00:00:00,23,34.2,28.4,66,0,10,4,100,2,C 
2019-08-24 00:00:00,22.4,33,27.2,71,0,10,5,270,2,C 
2019-08-25 00:00:00,23.2,33,27,77,0,10.2,6,270,3,NW
2019-08-26 00:00:00,24.2,33,27.9,74,0,9,5,340,2,C 
2019-08-27 00:00:00,24,32.8,28,72,0,8.9,5,360,2,C 
2019-08-28 00:00:00,23.6,34,28.3,66,0,8.3,4,140,3,E 
2019-08-29 00:00:00,25.2,34.8,29,62,0,9.6,7,340,4,E 
2019-08-30 00:00:00,22.6,34.4,27.5,64,0,8.6,7,110,3,E 
2019-08-31 00:00:00,22.8,34.6,27.8,67,0,10,8,100,4,E 
2019-09-01 00:00:00,23.1,33.8,27.65,68.5,0,10.25,6,185,3,
2019-09-02 00:00:00,23.4,33,27.5,70,0,10.5,4,270,2,C 
2019-09-03 00:00:00,24.6,34.4,28.7,70,0,10.1,6,330,3,N 
2019-09-04 00:00:00,24.6,36.2,28.8,68,0,9.4,5,10,2,NE
2019-09-05 00:00:00,23.2,35,27.9,56,0,9.8,6,120,3,E 
2019-09-06 00:00:00,22.8,34.8,28.4,56,0,10.4,6,70,2,C 
2019-09-07 00:00:00,21.2,34.6,28.8,56,0,9.8,7,90,3,E 
2019-09-08 00:00:00,23.8,34,28,68,0,11.3,5,90,2,N 
2019-09-09 00:00:00,23.4,35.8,28.9,64,0,9.5,6,350,3,E 
2019-09-10 00:00:00,24,36.6,30.8,40,0,10.5,9,110,3,E 
2019-09-11 00:00:00,22.2,34.8,27.7,66,0,10.4,6,360,3,C 
2019-09-12 00:00:00,22.4,35.4,27.8,58,0,9.3,6,350,3,C 
2019-09-13 00:00:00,21.6,34.2,27.3,56,0,10.5,6,60,2,C 
2019-09-14 00:00:00,22.8,32.8,27.3,66,0,10.2,7,60,2,C 
2019-09-15 00:00:00,24.2,33.8,29.3,62,0,9.8,7,340,3,C 
2019-09-16 00:00:00,25.8,34.8,29.2,65,4.3,6.6,5,350,3,E 
2019-09-17 00:00:00,23.8,35,28.4,70,0,10.2,6,100,3,E 
2019-09-18 00:00:00,24.6,35,28.5,69,0,9.2,6,100,2,E 
2019-09-19 00:00:00,23.8,32.6,27.7,72,0,10.2,7,330,3,E 
2019-09-20 00:00:00,23.2,35.2,28.6,66,0,9.7,5,70,3,E 
2019-09-21 00:00:00,24,34.8,28.2,73,0,10.2,5,100,2,NW
2019-09-22 00:00:00,23.2,35.8,28.7,70,0,10,6,330,3,E 
2019-09-23 00:00:00,25,35.4,29.6,72,0,8.4,7,340,3,C 
2019-09-24 00:00:00,26.2,36,30.5,70,0,10.2,7,100,3,E 
2019-09-25 00:00:00,25,36.2,29.6,73,0,10.2,10,350,3,C 
2019-09-26 00:00:00,24.4,37,30.7,74,0,9.6,5,100,3,E 
2019-09-27 00:00:00,25.2,36.4,29.5,79,0.4,9.8,6,40,2,NE
2019-09-28 00:00:00,25.6,35,29.1,76,0,8.7,7,350,3,C 
2019-09-29 00:00:00,25.6,35.8,29.9,72,6,9.7,7,90,4,E 
2019-09-30 00:00:00,23.6,36.6,29.5,67,0,9.7,8,110,3,C 
2019-10-01 00:00:00,24,32,28.6,74,0,10.4,6,340,2,C 
2019-10-02 00:00:00,24.8,36.4,29.8,71,0,10,7,300,2,C 
2019-10-03 00:00:00,24.2,35.8,30,73,0,10.3,7,110,3,C 
2019-10-04 00:00:00,24,37.4,29.4,72,1,10,6,100,2,C 
2019-10-05 00:00:00,22,37.4,29.3,64,0,11,8,110,3,E 
2019-10-06 00:00:00,23.4,36.6,29.4,72,0,11,8,100,2,C 
2019-10-07 00:00:00,23.6,35.6,28.8,75,0,10.4,4,340,2,C 
2019-10-08 00:00:00,26.4,36.6,30.7,69,0,8,4,50,2,C 
2019-10-09 00:00:00,26,34.2,30,72,0,9.9,6,350,3,C 
2019-10-10 00:00:00,25.2,36.6,30.9,66,0,9.3,6,100,3,C 
2019-10-11 00:00:00,26.2,37.6,30.9,66,0,7.3,6,110,2,C 
2019-10-12 00:00:00,25,33.8,28.8,72,0,10.4,5,320,2,C 
2019-10-13 00:00:00,25,34.6,28.9,72,0,9.5,4,310,1,C 
2019-10-14 00:00:00,25.4,35.6,29.8,72,0,9.9,4,80,1,C 
2019-10-15 00:00:00,25.6,33.8,29.5,75,0,10.4,4,350,1,C 
2019-10-16 00:00:00,26.4,34.4,29.8,71,0,10.4,5,340,2,C 
2019-10-17 00:00:00,25.6,34.8,29.7,73,0.2,7.5,6,340,3,C 
2019-10-18 00:00:00,24.6,35.2,29.7,74,0,9.8,6,350,2,C 
2019-10-19 00:00:00,25.2,34.2,28.8,79,0,11.5,6,350,1,C 
2019-10-20 00:00:00,24.2,36.4,29.3,80,7,8.9,5,90,2,C 
2019-10-21 00:00:00,24.2,38,30.2,72,0,9.5,7,110,2,C 
2019-10-22 00:00:00,23.4,39.4,30.2,74,0,11.1,4,70,1,C 
2019-10-23 00:00:00,25.4,38.6,30.4,69,0,11,7,80,3,C 
2019-10-24 00:00:00,23.4,38,31.1,67,0,10.6,7,100,3,C 
2019-10-25 00:00:00,25.4,36.8,30.4,72,0,10.8,6,350,2,C 
2019-10-26 00:00:00,25.2,34.6,30.3,72,0,10.8,6,310,2,N 
2019-10-27 00:00:00,24.6,33,29.2,77,0,9.9,5,350,2,C 
2019-10-28 00:00:00,25.2,37.4,30.6,63,0,7.2,6,110,3,W 
2019-10-29 00:00:00,25,33.8,29.8,74,0,10.6,6,350,3,NW
2019-10-30 00:00:00,24.8,34.6,29.8,73,0,9.6,6,350,2,C 
2019-10-31 00:00:00,26.2,34.8,30.4,72,0,10.5,5,290,2,C 
2019-11-01 00:00:00,24.4,33.6,28.7,82,26.6,10.5,6,230,2,C 
2019-11-02 00:00:00,24.6,33.5,28.8666666666667,81.6666666666667,17.9,8.03333333333333,5.33333333333333,263.333333333333,1.66666666666667,
2019-11-03 00:00:00,24.8,33.4,29.0333333333333,81.3333333333333,9.2,5.56666666666667,4.66666666666667,296.666666666667,1.33333333333333,
2019-11-04 00:00:00,25,33.3,29.2,81,0.5,3.1,4,330,1,C 
2019-11-05 00:00:00,26.6,34.6,30.2,75,0,5.6,3,120,1,C 
2019-11-06 00:00:00,23.6,34,29.2,74,0,7.2,4,360,2,C 
2019-11-07 00:00:00,24.8,34.6,29.6,72,0,11.2,6,340,3,N 
2019-11-08 00:00:00,25.6,35.6,30.1,75,0,11.2,8,280,3,NW
2019-11-09 00:00:00,26.4,34.8,30.3,76,0,10.4,4,350,2,C 
2019-11-10 00:00:00,25.2,35,30.2,75,0.2,7.3,6,340,2,C 
2019-11-11 00:00:00,25,34,29.9,77,0,10.3,3,350,1,C 
2019-11-12 00:00:00,25.2,36.8,30.8,73,0,9.3,5,100,2,E 
2019-11-13 00:00:00,26.6,36.4,30.1,73,0,8.8,7,90,3,E 
2019-11-14 00:00:00,25.6,34.6,30.3,78,2,7.7,6,350,2,C 
2019-11-15 00:00:00,26.8,34,30.4,77,0,3.9,6,330,2,C 
2019-11-16 00:00:00,23,38.2,31.4,68,0,9.4,8,100,4,E 
2019-11-17 00:00:00,23.4,37.6,30.5,73,0,10.5,8,80,3,C 
