Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
2018-01-07 00:00:00,25,29.8,26.3,88,0,1,4,315,2,NW
2018-01-08 00:00:00,21.8,30.6,27.2,84,28,5.7,5,315,3,NW
2018-01-09 00:00:00,25.4,31.8,28,84,0,5.7,6,315,2,NW
2018-01-10 00:00:00,25.6,31.6,28.2,77,0,6,5,315,3,NW
2018-01-11 00:00:00,23.4,30,27.4,80,30,2,6,270,6,W 
2018-01-12 00:00:00,24.6,30,26.2,87,1,0.5,6,270,2,W 
2018-01-13 00:00:00,24.2,30,27.3,82,6,0.1,8,270,4,W 
2018-01-14 00:00:00,24.8,30,26.3,86,14,1.2,6,315,3,NW
2018-01-15 00:00:00,23.4,30,26.3,88,47,3.9,5,315,3,NW
2018-01-16 00:00:00,22,30.6,27.5,79,0,2.9,12,270,5,W 
2018-01-17 00:00:00,24.8,30.6,27.6,77,0,0.5,7,315,4,NW
2018-01-18 00:00:00,25,30,27.2,85,5,5.7,6,270,4,W 
2018-01-19 00:00:00,25.4,30.4,26.9,86,0,1.8,21,270,3,W 
2018-01-20 00:00:00,24.6,29.4,26.7,88,4,2.2,5,270,2,W 
2018-01-21 00:00:00,24.2,30,26.6,86,5,0.4,4,315,1,NW
2018-01-22 00:00:00,24.2,30,26.8,87,16,2.6,7,270,4,W 
2018-01-23 00:00:00,24.6,30.6,27.2,84,12,3.7,9,270,4,W 
2018-01-24 00:00:00,25.4,31.4,27.9,70,1,6.2,8,270,4,W 
2018-01-25 00:00:00,24.8,29.6,27,86,2,0,5,315,3,NW
2018-01-26 00:00:00,26,31.4,28.3,80,1,5.1,5,315,3,NW
2018-01-27 00:00:00,24.8,30.4,27.4,83,22,3.3,9,315,7,NW
2018-01-28 00:00:00,24.2,30.2,27.7,79,26,3.7,9,315,0,NW
2018-01-29 00:00:00,23.6,30.8,27.4,80,5,4.3,6,270,3,W 
2018-01-30 00:00:00,22.8,30.6,27.4,85,4,6.6,7,270,4,W 
2018-01-31 00:00:00,24,30.8,20.6,84,21,5.2,8,315,5,NW
2018-02-01 00:00:00,22.2,30.6,27.6,84,8,3.2,8,315,4,NW
2018-02-02 00:00:00,23,31,27.8,83,46,3.3,6,270,3,NW
2018-02-03 00:00:00,24.8,27.4,26.1,88,4,0,5,270,5,NW
2018-02-04 00:00:00,23.8,29,26.8,85,17,2.1,6,270,3,SW
2018-02-05 00:00:00,25.2,28.8,24.7,92,8,0.4,7,270,3,SW
2018-02-06 00:00:00,22.8,28.2,25.4,90,63,0.9,7,270,4,W 
2018-02-07 00:00:00,24.2,29.2,26.3,86,3,2.9,8,270,4,W 
2018-02-08 00:00:00,24.8,28.6,26.6,87,1,1.8,7,315,3,NW
2018-02-09 00:00:00,24,30.2,26.1,89,25,5.2,5,315,3,NW
2018-02-10 00:00:00,22.8,30,26.9,86,62,6.7,5,315,3,NW
2018-02-11 00:00:00,24.8,29.2,27.2,84,0,6.5,5,270,3,W 
2018-02-12 00:00:00,23.4,29.6,26.3,86,20,5.5,6,270,5,W 
2018-02-13 00:00:00,25.6,29.4,26.9,87,0,1.6,7,270,4,W 
2018-02-14 00:00:00,24.2,30,26.4,88,9,2.4,8,270,3,W 
2018-02-15 00:00:00,23.4,30.2,24.8,92,3,3.4,9,270,3,NW
2018-02-16 00:00:00,23.2,30.2,26.4,86,79,2.7,6,315,4,NW
2018-02-17 00:00:00,23.6,30.4,26.9,88,31,7,5,315,4,NW
2018-02-18 00:00:00,23.6,30.8,26.8,86,47,4.8,4,270,1,NW
2018-02-19 00:00:00,25,30.4,27.6,86,0,6.4,4,315,4,NW
2018-02-20 00:00:00,24.8,30.8,27.8,82,23.5,5.1,5,315,2,NW
2018-02-21 00:00:00,22.8,30.4,26.9,85,47,7.9,5,315,3,NW
2018-02-22 00:00:00,24.8,31,27.4,84,1,7.6,5,315,2,NW
2018-02-23 00:00:00,25,30.8,27.5,84,11,5,5,315,3,NW
2018-02-24 00:00:00,25.4,29.4,26.9,87,31.5,2.3,4,315,2,NW
2018-02-25 00:00:00,23,30.6,26.5,85,52,4.9,4,360,2,SE
2018-02-26 00:00:00,24.4,30.6,26.8,82,26,3.6,4,235,3,N 
2018-02-27 00:00:00,24.4,31.6,28.1,75,0,7.8,4,360,3,N 
2018-02-28 00:00:00,24,30.8,27.9,81,1,7.3,4,270,0,W 
2018-03-01 00:00:00,25.4,29.6,27.3,87,2,0.5,4,315,2,NW
2018-03-02 00:00:00,24.8,31.4,27.4,78,0,6.2,7,315,3,N 
2018-03-03 00:00:00,22.6,31.4,27.9,84,45,2.9,5,315,3,NW
2018-03-04 00:00:00,25.2,31.6,28.4,80,22.5,7.6,4,315,3,NW
2018-03-05 00:00:00,26.6,29.6,27.2,87,0,0,3,315,2,NW
2018-03-06 00:00:00,23.4,30.6,27.4,84,31,7.8,4,360,3,N 
2018-03-07 00:00:00,25.4,30.8,27.8,83,0,4.5,4,315,3,NW
2018-03-08 00:00:00,25,29.6,27.4,83,0,0,4,315,2,NW
2018-03-09 00:00:00,25,31,27.7,82,0,6.3,6,360,2,N 
2018-03-10 00:00:00,22.6,30.2,26.9,90,58,4.9,7,315,3,NW
2018-03-11 00:00:00,20.8,29.6,26.7,86,4,1.7,5,315,3,NW
2018-03-12 00:00:00,24.2,30.2,27.1,88,26,4.7,5,315,2,NW
2018-03-13 00:00:00,25.6,29,27,87,13,0,3,360,4,N 
2018-03-14 00:00:00,25,30.4,28.1,76,0,7.9,4,315,2,NW
2018-03-15 00:00:00,24.8,30.8,28,79,0,6.3,4,360,3,N 
2018-03-16 00:00:00,25.2,31.4,28.1,80,1,6.6,5,315,3,NW
2018-03-17 00:00:00,25.6,29.6,26.7,88,1,1.5,6,315,2,NW
2018-03-18 00:00:00,24.4,31.2,27.4,83,8,7,4,315,2,NW
2018-03-19 00:00:00,25.8,31.6,28.5,80,0,4.1,4,315,4,NW
2018-03-20 00:00:00,25.2,31,28.1,81,0,6.1,5,315,2,NW
2018-03-21 00:00:00,25.2,31,27.8,80,0,6.4,7,315,3,NW
2018-03-22 00:00:00,25,30.2,27.2,82,10,3.1,4,315,4,NW
2018-03-23 00:00:00,25,31.4,27.6,80,8,5.9,4,315,2,NW
2018-03-24 00:00:00,25.4,31,27.6,85,6,3.3,5,360,2,N 
2018-03-25 00:00:00,25,31.2,27,87,4,3,5,360,2,N 
2018-03-26 00:00:00,24.2,30.8,27.4,84,29,6.8,7,315,3,NW
2018-03-27 00:00:00,25.4,29.4,26.2,88,0,1.3,4,315,2,NW
2018-03-28 00:00:00,24.2,31.4,27.8,80,1,5.8,5,360,0,N 
2018-03-29 00:00:00,24.2,31.2,27.6,80,0,8,5,360,2,N 
2018-03-30 00:00:00,25.2,31,27.8,87,5,6.8,5,360,3,N 
2018-03-31 00:00:00,23.8,31.2,27.7,82,10,5.8,4,315,2,NW
2018-04-01 00:00:00,24.2,31.2,27.3,84,0,6.8,6,360,2,N 
2018-04-02 00:00:00,25.2,30.8,27.6,85,41,5.8,9,315,3,NW
2018-04-03 00:00:00,24,32,27.7,83,20,7.1,4,315,3,NW
2018-04-04 00:00:00,25.2,32.2,28.7,79,0,8,4,360,2,N 
2018-04-05 00:00:00,25.6,34.6,29,79,4,7.9,6,135,3,NW
2018-04-06 00:00:00,22.6,33.8,29.9,78,44,8,6,90,3,SE
2018-04-07 00:00:00,25.2,32.4,28.9,78,1,4.2,4,90,3,SE
2018-04-08 00:00:00,25.6,31.8,28.6,78,2,5.9,7,360,3,NW
2018-04-09 00:00:00,25,33.2,28.4,78,0,7,5,90,3,NE
2018-04-10 00:00:00,25.4,34.2,29.6,70,0,8,6,235,3,E 
2018-04-11 00:00:00,26.4,34.4,29.9,75,0,7.8,7,135,4,SE
2018-04-12 00:00:00,27.6,33.6,30,75,0,6.8,6,360,3,N 
2018-04-13 00:00:00,27.4,33,29.4,80,0,7,5,360,3,N 
2018-04-14 00:00:00,22.8,34.4,30.3,72,1,6.3,4,90,1,E 
2018-04-15 00:00:00,26.4,34,28.8,78,0,5,5,90,0,E 
2018-04-16 00:00:00,24.8,32.6,28.8,82,2,7.6,3,360,0,N 
2018-04-17 00:00:00,26.6,32.2,29,80,0,7.1,7,360,0,N 
2018-04-18 00:00:00,26.2,32.2,28.4,82,0,4.1,6,360,1,N 
2018-04-19 00:00:00,26,32.5,29,79,4,7.3,4,360,2,N 
2018-04-20 00:00:00,25.4,31.8,29,84,64,5,5,315,2,W 
2018-04-21 00:00:00,25.8,32.8,27.5,84,1,5.1,9,180,3,S 
2018-04-22 00:00:00,23.8,32.8,28.1,80,6,4,9,135,3,E 
2018-04-23 00:00:00,25.4,32.6,28.5,80,3,3.2,4,90,3,N 
2018-04-24 00:00:00,25,33.2,30,74,5,6.9,4,360,2,N 
2018-04-25 00:00:00,25,33.2,28.4,74,11,7,8,360,4,SE
2018-04-26 00:00:00,25,32,28.1,76,0,6.6,7,135,3,SE
2018-04-27 00:00:00,26.4,34,29.8,76,0,7.5,4,135,3,N 
2018-04-28 00:00:00,27,33.2,29.2,77,2.5,6.8,6,360,0,E 
2018-04-29 00:00:00,24,33.8,28.9,68,5,8,5,270,3,E 
2018-04-30 00:00:00,24.2,34.4,29.5,65,0,8,5,90,2,E 
2018-05-01 00:00:00,24.8,34,30.1,65,0,7.4,4,90,2,NE
2018-05-02 00:00:00,24.2,32.4,28,74,0,7.7,3,315,2,NW
2018-05-03 00:00:00,24.4,33,28.1,80,0,8,5,360,2,NW
2018-05-04 00:00:00,25.2,34,28.6,77,0,8,6,90,3,E 
2018-05-05 00:00:00,25,34,29.3,68,0,8,5,135,4,SE
2018-05-06 00:00:00,27.6,34.4,30.4,66,0,7.4,7,135,5,SE
2018-05-07 00:00:00,26.6,34.6,30,71,0,8,5,90,3,N 
2018-05-08 00:00:00,26,34.4,29.1,76,0,6.1,5,135,2,NE
2018-05-09 00:00:00,25.4,33.6,30,68,0,7.7,4,90,3,SE
2018-05-10 00:00:00,25,34,29.8,67,0,7.8,5,90,6,SE
2018-05-11 00:00:00,26.4,34.4,29.6,71,0,8,5,45,3,W 
2018-05-12 00:00:00,25.4,33.6,28.9,78,0,7.8,7,315,3,SE
2018-05-13 00:00:00,25.4,34.6,30.1,80,0,7.5,4,45,3,NE
2018-05-14 00:00:00,25.2,35,29.2,79,0,8,4,180,3,N 
2018-05-15 00:00:00,27.8,33,30.4,74,0,3.6,7,135,4,E 
2018-05-16 00:00:00,27.8,33,30.4,70,0,1.1,7,135,6,SE
2018-05-17 00:00:00,26.8,33.4,28.3,83,0,4.2,5,360,2,N 
2018-05-18 00:00:00,26.4,33,28.4,80,2,6.7,4,90,3,E 
2018-05-19 00:00:00,25.2,32.8,27.9,82,0,4.5,6,90,3,E 
2018-05-20 00:00:00,25.2,32.8,28.2,84,0,3.8,6,315,2,NW
2018-05-21 00:00:00,23.6,33.8,29.9,77,0,5.9,9,135,4,SE
2018-05-22 00:00:00,26.4,33.6,29.6,74,0,7.2,9,135,5,SE
2018-05-23 00:00:00,26.2,3.6,29.2,76,3,5.9,9,135,4,SE
2018-05-24 00:00:00,25.6,31.6,28.2,86,2,4.2,5,360,3,N 
2018-05-25 00:00:00,26,34.4,29,84,0,7.2,6,90,3,E 
2018-05-26 00:00:00,26.2,34.2,30,73,0,6.2,6,90,2,E 
2018-05-27 00:00:00,26,34.4,29.9,69,0,7,3,90,4,E 
2018-05-28 00:00:00,26,34.6,29.9,68,0,7.6,5,315,0,SE
2018-05-29 00:00:00,25.4,34.4,29.3,74,0,7.7,6,315,3,SE
2018-05-30 00:00:00,24.6,32.6,28,78,11,7.9,5,90,2,E 
2018-05-31 00:00:00,25.4,32.2,28.4,78,0,7.7,4,360,2,N 
2018-06-01 00:00:00,23.8,31.6,27.4,74,0,7.3,4,315,3,NW
2018-06-02 00:00:00,23.8,32.6,27.9,72,0,8,4,135,2,E 
2018-06-03 00:00:00,23,33.6,28.3,75,0,7.4,4,135,2,SE
2018-06-04 00:00:00,26,32.6,28.8,79,0,6.9,5,360,3,NW
2018-06-05 00:00:00,27,33.6,29.3,75,0,6.9,6,135,3,N 
2018-06-06 00:00:00,25.6,33.2,29,77,0,7.8,4,315,2,NW
2018-06-07 00:00:00,24.6,33.2,28.5,84,0,7.9,3,315,3,NW
2018-06-08 00:00:00,25.8,33.4,29.4,74,4,8,5,90,3,E 
2018-06-09 00:00:00,24.4,34.4,29.1,70,1,8,5,90,1,NW
2018-06-10 00:00:00,25.2,33.6,29.3,71,0,6.9,4,90,0,SE
2018-06-11 00:00:00,25,34.8,30,68,0,7.1,6,90,2,SE
2018-06-12 00:00:00,25.4,34,28.5,83,0,7.5,4,315,1,NW
2018-06-13 00:00:00,24.8,34,29,74,10,6.8,5,360,1,N 
2018-06-14 00:00:00,22.8,34.2,29.6,73,0,8,5,90,2,E 
2018-06-15 00:00:00,24.8,34.2,28.6,79,0,7.4,4,90,2,SE
2018-06-16 00:00:00,24,33.2,28.1,77,0,8,6,90,2,SE
2018-06-17 00:00:00,26.2,33.2,29.4,64,0,8,8,90,2,NE
2018-06-18 00:00:00,25.4,33,29.3,64,0,8,4,135,2,SE
2018-06-19 00:00:00,23.2,34.4,29.5,68,0,5.6,5,90,3,SE
2018-06-20 00:00:00,22.4,33,29.3,71,3,5.5,5,90,3,SE
2018-06-21 00:00:00,26.2,34.8,29.2,76,0,5.3,5,135,6,SE
2018-06-22 00:00:00,25.6,34.2,28.3,78,3,4.4,5,315,5,NW
2018-06-23 00:00:00,26.2,34.2,28.8,78,0,7.5,4,135,3,NW
2018-06-24 00:00:00,24.8,33.8,28.6,77,5,7.7,6,135,2,SE
2018-06-25 00:00:00,24.4,31,26.5,86,13,0.4,3,315,3,NW
2018-06-26 00:00:00,23.4,31.6,26.2,85,6,0.8,3,315,3,NW
2018-06-27 00:00:00,24,33.4,28.4,75,0,7.9,4,315,3,NW
2018-06-28 00:00:00,23.8,32.8,27.6,75,0,6.2,5,315,0,NW
2018-06-29 00:00:00,23.2,33.6,28,74,0,8,2,135,3,SE
2018-06-30 00:00:00,23.8,33,27.8,74,0,7.7,4,315,1,NW
2018-07-01 00:00:00,24,33.2,27.7,74,0,7.9,5,315,3,NW
2018-07-02 00:00:00,25.2,32.6,28.1,77,0,7,4,90,3,N 
2018-07-03 00:00:00,23.6,31,27.1,78,0,7.4,5,315,2,NW
2018-07-04 00:00:00,23.8,31.4,27.6,74,0,5.6,4,360,2,NW
2018-07-05 00:00:00,22.4,33.6,27.6,66,0,8,5,180,4,SE
2018-07-06 00:00:00,19.6,33.6,26,64,0,8,6,90,3,E 
2018-07-07 00:00:00,22.4,34.2,27.2,70,0,8,4,135,3,E 
2018-07-08 00:00:00,23,33.8,28,72,0,8,5,90,3,E 
2018-07-09 00:00:00,23.8,33.6,27.9,78,0,8,3,135,3,E 
2018-07-10 00:00:00,24.6,33.6,27.9,72,0,6.7,4,90,3,SW
2018-07-11 00:00:00,23.8,32,27.4,71,0,6.5,4,315,2,NW
2018-07-12 00:00:00,22.2,32.6,27.2,68,0,8,4,315,3,NW
2018-07-13 00:00:00,20,32.6,27.2,72,0,7,5,90,3,NE
2018-07-14 00:00:00,23.2,32.6,27.2,74,0,6.7,4,315,2,NW
2018-07-15 00:00:00,23.4,33.4,27.5,70,0,8,5,315,2,NW
2018-07-16 00:00:00,22,34.2,27,71,0,7,4,45,3,SE
2018-07-17 00:00:00,22.4,32.8,27.1,70,0,7.2,5,135,3,N 
2018-07-18 00:00:00,24.4,33.8,27.8,73,0,7.2,6,135,3,NE
2018-07-19 00:00:00,24.4,33.8,27.8,69,0,7.2,5,135,3,SE
2018-07-20 00:00:00,24,32.8,28.8,65,0,8,5,90,4,SE
2018-07-21 00:00:00,23.8,34,28.1,71,0,7.6,4,90,2,SE
2018-07-22 00:00:00,25.6,33.2,28.3,76,0,8,5,315,2,NW
2018-07-23 00:00:00,23.6,33.6,28,76,0,8,5,360,3,NW
2018-07-24 00:00:00,22.4,34,28.6,74,0,8,7,90,4,E 
2018-07-25 00:00:00,24.8,34.8,28.3,67,0,8,8,315,3,NW
2018-07-26 00:00:00,23,33.8,27.3,72,0,8,5,315,3,NW
2018-07-27 00:00:00,21,34.2,25.9,64,0,8,6,90,3,NW
2018-07-28 00:00:00,21.6,34,27.4,69,0,8,4,90,0,SE
2018-07-29 00:00:00,23,32.4,27.3,74,0,7.1,4,270,2,NW
2018-07-30 00:00:00,23,33.2,27.2,74,0,8,6,360,3,N 
2018-07-31 00:00:00,24.6,33.8,27.9,76,0,7.8,6,315,3,E 
2018-08-01 00:00:00,24.6,32.6,28,75,0,7,5,315,3,NW
2018-08-02 00:00:00,22.6,34.6,27.8,71,0,7.4,7,135,3,S 
2018-08-03 00:00:00,20.2,32.2,26.2,66,0,7.8,6,135,3,SE
2018-08-04 00:00:00,20.2,31.8,25.1,69,0,8,4,315,2,NW
2018-08-05 00:00:00,22,33.2,27.1,66,0,8,4,360,2,NW
2018-08-06 00:00:00,21.4,32.2,25.9,65,0,8,6,360,3,W 
2018-08-07 00:00:00,21.2,33.2,26.5,67,0,7,5,90,3,E 
2018-08-08 00:00:00,22.2,33.4,26.8,71,0,6.8,4,270,4,NE
2018-08-09 00:00:00,18.2,34.4,29.3,66,0,6.5,6,135,3,N 
2018-08-10 00:00:00,22.8,34,26.3,84,0,7.7,4,315,3,NE
2018-08-11 00:00:00,23.3333333333333,33.9333333333333,26.5333333333333,85,0,7.53333333333333,4,255,3,
2018-08-12 00:00:00,23.8666666666667,33.8666666666667,26.7666666666667,86,0,7.36666666666667,4,195,3,
2018-08-13 00:00:00,24.4,33.8,27,87,0,7.2,4,135,3,SE
2018-08-14 00:00:00,24.2,35,28.4,66,0,7.8,4,360,3,NE
2018-08-15 00:00:00,23.4,34.6,28,71,0,7.6,6,270,3,SE
2018-08-16 00:00:00,21.8,34.6,27.2,64,0,7.7,6,315,3,SE
2018-08-17 00:00:00,20.6,33.6,26.9,70,0,8,6,315,3,NW
2018-08-18 00:00:00,19,34.2,26.2,64,0,8,8,135,3,SE
2018-08-19 00:00:00,22,34.6,27.7,65,0,7.9,4,45,4,NE
2018-08-20 00:00:00,25,34,28.8,63,0,8,5,90,2,NE
2018-08-21 00:00:00,24.6,34,28.6,67,0,7.1,4,315,3,W 
2018-08-22 00:00:00,22.8,34.2,28.6,68,0,6.6,6,315,4,NW
2018-08-23 00:00:00,23,33.4,27.9,76,0,7.8,5,360,2,NW
2018-08-24 00:00:00,23,34,28,63,0,8,8,315,3,NW
2018-08-25 00:00:00,23.4,33.6,27.6,66,0,8,6,315,3,NW
2018-08-26 00:00:00,22.6,34.4,27.5,66,0,8,21,90,3,E 
2018-08-27 00:00:00,23.4,33.6,27.8,68,0,8,5,90,3,E 
2018-08-28 00:00:00,25.4,34.6,29.2,69,0,6.9,5,90,3,E 
2018-08-29 00:00:00,25,32.8,28.5,66,0,4.2,5,360,3,N 
2018-08-30 00:00:00,23.8,34.8,28.6,70,0,8,5,45,3,NE
2018-08-31 00:00:00,25,34.6,28.4,71,0,8,5,90,3,E 
2018-09-01 00:00:00,25.6,33.4,27.2,76,0,6.6,6,315,0,N 
2018-09-02 00:00:00,22.4,33.6,27.5,78,16,5.1,4,315,0,NW
2018-09-03 00:00:00,23.6,33,28.2,74,8,8,5,315,0,N 
2018-09-04 00:00:00,21.2,35.2,27.9,65,0,8,6,45,0,SE
2018-09-05 00:00:00,24,34.4,28.7,66,0,5.8,5,360,0,SE
2018-09-06 00:00:00,25,34.2,28.9,68,3,6.6,4,360,0,NW
2018-09-07 00:00:00,25,34.8,30.5,56,1.5,5.1,6,90,0,NE
2018-09-08 00:00:00,22,36,28.2,70,0,7.8,8,90,0,SE
2018-09-09 00:00:00,23.8,35.6,28.7,67,0,8,7,45,0,NE
2018-09-10 00:00:00,22.8,36.4,29.8,58,0,8,10,135,0,SE
2018-09-11 00:00:00,23.6,35.4,29,63,0,8,6,270,0,E 
2018-09-12 00:00:00,24.2,33.8,28.4,68,0,6.6,5,315,0,NW
2018-09-13 00:00:00,22.8,35.4,28.7,60,0,8,8,135,0,SE
2018-09-14 00:00:00,23.4,34.6,29.2,60,0,4.4,6,90,0,E 
2018-09-15 00:00:00,23,34.8,30,54,0,8,6,90,0,E 
2018-09-16 00:00:00,21,35.8,27.2,68,0,8,10,90,0,E 
2018-09-17 00:00:00,24,35.6,28.2,66,0,7.8,6,90,0,E 
2018-09-18 00:00:00,24.6,35.8,29.3,62,0,6.8,6,90,0,N 
2018-09-19 00:00:00,25,31.8,27.6,74,0,2,4,360,0,N 
2018-09-20 00:00:00,26.2,33,27.9,70,0,1.2,4,270,0,W 
2018-09-21 00:00:00,24.8,35.6,28.4,70,1,5.5,5,135,0,SE
2018-09-22 00:00:00,25,32.4,27.5,68,0,8,4,315,0,NW
2018-09-23 00:00:00,24.4,36,28.2,72,0,8,7,90,0,E 
2018-09-24 00:00:00,23.8,35.6,28.7,67,0,8,8,360,0,N 
2018-09-25 00:00:00,24.8,33.8,28.5,71,0,8,6,315,0,NW
2018-09-26 00:00:00,25.6,35,29.2,71,0,8,5,315,0,NW
2018-09-27 00:00:00,25.2,35.8,29,74,0,8,4,270,0,E 
2018-09-28 00:00:00,22.6,35.4,28,62,0,8,5,90,0,E 
2018-09-29 00:00:00,24.8,35.6,29.5,62,0,8,6,135,0,NW
2018-09-30 00:00:00,24.4,35,29.2,68,0,8,5,315,0,NW
2018-10-01 00:00:00,25.4,34.4,27,77,5,8,6,360,3,NW
2018-10-02 00:00:00,26.2,35,29.2,72,0,8,8,360,3,NW
2018-10-03 00:00:00,25.8,33.8,28.6,80,15,7.8,6,315,3,NW
2018-10-04 00:00:00,25.2,34.4,29.5,70,16,8,6,315,4,N 
2018-10-05 00:00:00,26.2,35.8,30,64,0,7.9,8,90,3,E 
2018-10-06 00:00:00,24,35,28.9,70,0,5.5,6,90,3,N 
2018-10-07 00:00:00,23,36.4,29.6,59,0,8,6,90,3,NE
2018-10-08 00:00:00,22.6,36.6,29.8,69,0,8,5,90,4,SE
2018-10-09 00:00:00,22.6,33,28.6,75,0,6.1,4,360,3,NW
2018-10-10 00:00:00,24.4,33.4,28.3,75,0,8,6,270,3,NW
2018-10-11 00:00:00,24.4,33.4,28.3,74,0,8,9,315,3,NW
2018-10-12 00:00:00,20.8,3.6,28.9,70,0,7.4,6,360,3,N 
2018-10-13 00:00:00,24.4,33.6,29,70,0,7.5,6,315,3,NW
2018-10-14 00:00:00,25.2,33.8,29.2,71,0,7.4,4,315,3,NW
2018-10-15 00:00:00,26,33.8,29.7,73,15.5,8,4,360,3,NW
2018-10-16 00:00:00,25.2,33,29.3,73,31,7.2,4,360,4,NW
2018-10-17 00:00:00,25,33.6,29.7,73,0,7.5,4,315,3,NW
2018-10-18 00:00:00,26,34,29.7,67,0,6.8,6,315,3,NW
2018-10-19 00:00:00,25.4,34.2,29.1,66,0,7.7,6,315,3,NW
2018-10-20 00:00:00,26,33.8,29.5,68,0,6.8,6,315,3,NW
2018-10-21 00:00:00,25.6,34.4,29.5,76,0,8,10,360,3,N 
2018-10-22 00:00:00,24,35.2,29.7,72,0,8,5,270,3,E 
2018-10-23 00:00:00,26,33.8,30,70,0,8,4,315,3,NW
2018-10-24 00:00:00,25,34,29.9,70,27,8,4,360,2,NW
2018-10-25 00:00:00,24,33.8,29.5,76,16,8,6,360,3,NW
2018-10-26 00:00:00,25.4,33.6,28.8,75,0,8,5,315,3,NW
2018-10-27 00:00:00,25,36,29.2,75,4,8,5,315,3,NE
2018-10-28 00:00:00,26.4,33.4,29.9,73,0,8,5,315,2,N 
2018-10-29 00:00:00,26.8,32.2,29.8,72,0,6.4,5,360,3,N 
2018-10-30 00:00:00,25.2,33.5,29.2,73,21,7.5,5,270,2,N 
2018-10-31 00:00:00,26.2,33,29.7,65,0,6.6,4,360,2,N 
2018-11-01 00:00:00,26,34,29.8,68,1,7.4,4,360,4,NW
2018-11-02 00:00:00,25.4,35.4,30.2,68,2,4.7,6,315,3,NE
2018-11-03 00:00:00,25,25.6,30,75,0,5.3,5,360,3,SW
2018-11-04 00:00:00,26,32.6,28.7,79,2,2.5,5,315,3,N 
2018-11-05 00:00:00,24.8,33.6,29.1,81,5,6.6,4,315,3,NW
2018-11-06 00:00:00,25.4,32.6,27.7,86,6,4.3,4,315,2,NW
2018-11-07 00:00:00,26,32,29.4,79,1,3.9,4,315,3,NW
2018-11-08 00:00:00,24.8,29.8,27.4,87,31,0.6,3,315,2,NW
2018-11-09 00:00:00,25,32,28.1,82,9,3.7,3,360,3,NW
2018-11-10 00:00:00,24.6,32,28.2,80,10,6.4,5,360,3,NW
2018-11-11 00:00:00,25.4,32.4,27.7,85,5,8,5,360,3,NW
2018-11-12 00:00:00,25.2,32.6,28.6,80,4.5,5.7,5,360,3,N 
2018-11-13 00:00:00,25.8,32.6,29.1,80,4,7.5,4,315,3,N 
2018-11-14 00:00:00,26,32.8,28.6,80,0,5.2,5,360,3,W 
2018-11-15 00:00:00,25,33.4,29.1,78,4,7.1,5,360,3,N 
2018-11-16 00:00:00,25.8,32.8,28.4,81,0,7.9,3,270,0,N 
2018-11-17 00:00:00,25,33.2,28.5,78,24,7.9,5,360,5,N 
2018-11-18 00:00:00,24.8,31.8,28.3,82,0,4.4,3,360,2,NW
2018-11-19 00:00:00,26.2,32.8,28.9,80,0,7.7,5,360,3,NW
2018-11-20 00:00:00,26.2,32.2,28.7,81,0,6.7,5,315,3,N 
2018-11-21 00:00:00,26,32.8,29.7,74,0,5.5,5,315,3,N 
2018-11-22 00:00:00,24.8,34.4,29.5,77,0,7.1,3,270,2,NW
2018-11-23 00:00:00,25.2,33.6,29.2,73,0,6.8,5,270,3,NW
2018-11-24 00:00:00,24.4,32.8,29.2,74,0,6,6,360,2,N 
2018-11-25 00:00:00,24,32.6,29.3,78,23,5.6,3,315,3,N 
2018-11-26 00:00:00,24,32,27.8,80,0,2.6,4,90,4,N 
2018-11-27 00:00:00,24.4,32.6,27.5,83,1,7.2,6,360,3,NW
2018-11-28 00:00:00,25,31.6,27.2,88,29,1.2,5,315,0,NW
2018-11-29 00:00:00,24.8,32.6,29.2,79,0,6.1,3,315,2,N 
2018-11-30 00:00:00,21,31.4,27.4,88,105,4.1,4,360,3,W 
2018-12-01 00:00:00,25,32.6,28.1,81,5,4.4,9,260,3,W 
2018-12-02 00:00:00,24.6,33,28.5,78,0,5.5,3,100,0,N 
2018-12-03 00:00:00,24,31,26.7,87,43.5,8.9,6,150,2,N 
2018-12-04 00:00:00,23.8,33.6,28.4,82,95,1,5,50,3,N 
2018-12-05 00:00:00,25.2,31.4,27.5,87,9.2,6.9,5,350,1,N 
2018-12-06 00:00:00,25.2,33.6,29.1,81,2.5,5.3,6,350,2,N 
2018-12-07 00:00:00,25.6,32.8,29.9,78,0,8,21,350,4,N 
2018-12-08 00:00:00,23.8,32,28.2,87,4.8,9.6,5,360,2,N 
2018-12-09 00:00:00,25.6,31.8,28.8,85,0.9,2.5,7,70,2,N 
2018-12-10 00:00:00,23.6,32.8,28.5,84,24.8,6.5,5,350,3,N 
2018-12-11 00:00:00,25.8,32,29.1,79,0,7.5,4,30,1,N 
2018-12-12 00:00:00,25.6,31.6,29.2,82,0,6.4,4,330,1,N 
2018-12-13 00:00:00,25,30.8,27.9,85,13.1,3.3,3,330,1,N 
2018-12-14 00:00:00,25.4,31.8,27.1,90,12,0.1,5,250,1,N 
2018-12-15 00:00:00,24.6,31.6,27.4,85,2.5,2.9,5,290,1,N 
2018-12-16 00:00:00,23.8,30.4,27.7,86,1.3,5.5,3,350,2,N 
2018-12-17 00:00:00,25.2,32,28.8,80,0,1,5,340,2,N 
